DATE_CREATION;SIREN;RAISON_SOCIALE;CODE_POSTAL;SECTEUR_ACTIVITE;TAILLE_ENTREPRISE;RESULTAT_NET;CHIFFRE_AFFAIRES;CAPITAL_SOCIAL;NB_SALARIES;ADRESSE_RUE;VILLE;DETTES_FISCALES;PRÊT_BANCAIRE
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;B entre 32K et 82K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;B entre 32K et 82K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;B entre 32K et 82K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;B entre 32K et 82K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;B entre 32K et 82K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;B entre 32K et 82K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;B entre 32K et 82K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;B entre 32K et 82K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;B entre 32K et 82K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;B entre 32K et 82K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;B entre 32K et 82K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;B entre 32K et 82K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;B entre 32K et 82K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;B entre 32K et 82K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;B entre 32K et 82K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;B entre 32K et 82K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;B entre 32K et 82K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;B entre 32K et 82K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;B entre 32K et 82K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;B entre 32K et 82K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;B entre 32K et 82K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;B entre 32K et 82K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;B entre 32K et 82K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;B entre 32K et 82K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;B entre 32K et 82K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;B entre 32K et 82K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;B entre 32K et 82K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;B entre 32K et 82K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;B entre 32K et 82K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;B entre 32K et 82K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;E + d 1M;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;D entre 250K et 1M;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;C entre 82K et 250K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
;;;;;;;A - de 32K;;;;;;
