Libellé;Nom Entreprise;Concernant;Type d'activité;Date de l'activité;SIREN;
Appel téléphonique | SOC FIDUCIAIRE REVISION CONTROLE GESTION;SOC FIDUCIAIRE REVISION CONTROLE GESTION;;Appel téléphonique;07/11/2020;500128798;
Appel téléphonique | SOC FINANCIERE ET IMMOBILIE PETROFRANCE;SOC FINANCIERE ET IMMOBILIE PETROFRANCE;;Appel téléphonique;08/11/2020;840531289;
Appel téléphonique | ABERGEL ET ASSOCIES;ABERGEL ET ASSOCIES;;Appel téléphonique;09/11/2020;809608292;
Appel téléphonique | HOTEL FLANDRE LES TROIS COLLEGES;HOTEL FLANDRE LES TROIS COLLEGES;;Appel téléphonique;10/11/2020;833181969;
Appel téléphonique | SOC FINANCIERE INDUST COMMERCIAL IMMOBIL;SOC FINANCIERE INDUST COMMERCIAL IMMOBIL;;Appel téléphonique;11/11/2020;219200268;
Appel téléphonique | ABG PARTNERS;ABG PARTNERS;;Appel téléphonique;12/11/2020;483772679;
Appel téléphonique | HOTEL FRANCE ALBION;HOTEL FRANCE ALBION;;Appel téléphonique;13/11/2020;844149047;
Appel téléphonique | SOC FR D'EQUIPEMENT HOSPITALIER;SOC FR D'EQUIPEMENT HOSPITALIER;;Appel téléphonique;14/11/2020;532247483;
Appel téléphonique | ABHEURT;ABHEURT;;Appel téléphonique;15/11/2020;399488873;
Appel téléphonique | HOTEL GAVARNI;HOTEL GAVARNI;;Appel téléphonique;16/11/2020;429361751;
Appel téléphonique | SOC FR INVESTI IMMOBIL INDUSTRIELS;SOC FR INVESTI IMMOBIL INDUSTRIELS;;Appel téléphonique;17/11/2020;827620212;
Appel téléphonique | ABIHSSIRA;ABIHSSIRA;;Appel téléphonique;18/11/2020;348156001;
Appel téléphonique | HOTEL GEORGE;HOTEL GEORGE;;Appel téléphonique;19/11/2020;789929387;
Appel téléphonique | SOC FRANC DE PHYSIQUE;SOC FRANC DE PHYSIQUE;;Appel téléphonique;20/11/2020;798450706;
Appel téléphonique | ABITAN SERVICES;ABITAN SERVICES;;Appel téléphonique;21/11/2020;384636015;
Appel téléphonique | HOTEL GEORGE WASHINGTON;HOTEL GEORGE WASHINGTON;;Appel téléphonique;22/11/2020;518774286;
Appel téléphonique | SOC FRANC OPTIQUE LUNETTERIE;SOC FRANC OPTIQUE LUNETTERIE;;Appel téléphonique;23/11/2020;831528690;
Appel téléphonique | ABITBOL 5 SARL;ABITBOL 5 SARL;;Appel téléphonique;24/11/2020;450846274;
Appel téléphonique | HOTEL GRAMONT;HOTEL GRAMONT;;Appel téléphonique;25/11/2020;817787948;
Appel téléphonique | SOC FRANCAISE D OPHTALMOLOGIE;SOC FRANCAISE D OPHTALMOLOGIE;;Appel téléphonique;26/11/2020;519912992;
Appel téléphonique | ABIVAX;ABIVAX;;Appel téléphonique;27/11/2020;38884136;
Appel téléphonique | HOTEL HELUSSI;HOTEL HELUSSI;;Appel téléphonique;28/11/2020;811549633;
Appel téléphonique | SOC FRANCAISE DE CARDIOLOGIE;SOC FRANCAISE DE CARDIOLOGIE;;Appel téléphonique;29/11/2020;428553929;
Appel téléphonique | ABM;ABM;;Appel téléphonique;30/11/2020;493255772;
Appel téléphonique | HOTEL HENRI IV;HOTEL HENRI IV;;Appel téléphonique;01/12/2020;794788190;
Appel téléphonique | SOC FRANCAISE DE TEXTILES;SOC FRANCAISE DE TEXTILES;;Appel téléphonique;02/12/2020;828507996;
Appel téléphonique | ABM ALIMENTATION;ABM ALIMENTATION;;Appel téléphonique;03/12/2020;388269383;
Appel téléphonique | HOTEL IMPERIAL;HOTEL IMPERIAL;;Appel téléphonique;04/12/2020;348978982;
Appel téléphonique | SOC FRANCAISE FOYERS ECONOMIQUES;SOC FRANCAISE FOYERS ECONOMIQUES;;Appel téléphonique;05/12/2020;434367124;
"Appel téléphonique | ""SPINOSI, SUREAU"" SOCIETE CIVILE PROFESSIONNELLE D'AVOCATS ASSOCIES AUPRES DU CONSEIL D'ETAT ET DE LA COUR DE CASSATION";"""SPINOSI, SUREAU"" SOCIETE CIVILE PROFESSIONNELLE D'AVOCATS ASSOCIES AUPRES DU CONSEIL D'ETAT ET DE LA COUR DE CASSATION";;Appel téléphonique;06/12/2020;529294647;
Appel téléphonique | 202 ECOMMERCE;202 ECOMMERCE;;Appel téléphonique;07/12/2020;428499677;
Appel téléphonique | 3 AY;3 AY;;Appel téléphonique;08/12/2020;451239628;
Appel téléphonique | A 5 A ARCHITECTES;A 5 A ARCHITECTES;;Appel téléphonique;09/12/2020;807391438;
Appel téléphonique | ABM ORKESTRA;ABM ORKESTRA;;Appel téléphonique;10/12/2020;813409240;
Appel téléphonique | HOTEL ISTRIA;HOTEL ISTRIA;;Appel téléphonique;11/12/2020;533084547;
Appel téléphonique | SOC FRANCAISE MICROBIOLOGIE;SOC FRANCAISE MICROBIOLOGIE;;Appel téléphonique;12/12/2020;339669137;
Appel téléphonique | &SENS;&SENS;;Appel téléphonique;13/12/2020;400803607;
Appel téléphonique | 208 GRENELLE;208 GRENELLE;;Appel téléphonique;14/12/2020;800280034;
Appel téléphonique | 3 BIS ARCHITECTURE INTERIEURE;3 BIS ARCHITECTURE INTERIEURE;;Appel téléphonique;15/12/2020;843163262;
Appel téléphonique | A A FERARU;A A FERARU;;Appel téléphonique;16/12/2020;509154431;
Appel téléphonique | ABMO;ABMO;;Appel téléphonique;17/12/2020;431180413;
Appel téléphonique | HOTEL JARDIN DE CLUNY;HOTEL JARDIN DE CLUNY;;Appel téléphonique;18/12/2020;850034273;
Appel téléphonique | SOC FRANCAISE NETTOYAGE;SOC FRANCAISE NETTOYAGE;;Appel téléphonique;19/12/2020;850287475;
Appel téléphonique | @ NET.LIVE;@ NET.LIVE;;Appel téléphonique;20/12/2020;408183184;
Appel téléphonique | @MARK;@MARK;;Appel téléphonique;21/12/2020;500525761;
Appel téléphonique | 217 RP;217 RP;;Appel téléphonique;22/12/2020;439353855;
Appel téléphonique | 22Â°;22Â°;;Appel téléphonique;23/12/2020;822949046;
Appel téléphonique | 3 IC INTERNATIONAL;3 IC INTERNATIONAL;;Appel téléphonique;24/12/2020;499357705;
Appel téléphonique | 3 KLES CONSULTING;3 KLES CONSULTING;;Appel téléphonique;25/12/2020;824555148;
Appel téléphonique | A A Z ELECTRICITE;A A Z ELECTRICITE;;Appel téléphonique;26/12/2020;402077325;
Appel téléphonique | A B DEVELOPPEMENT;A B DEVELOPPEMENT;;Appel téléphonique;27/12/2020;844088534;
Appel téléphonique | ABP GROUPE;ABP GROUPE;;Appel téléphonique;28/12/2020;420705659;
Appel téléphonique | ABR;ABR;;Appel téléphonique;29/12/2020;431936020;
Appel téléphonique | HOTEL JOKE;HOTEL JOKE;;Appel téléphonique;30/12/2020;793113093;
Appel téléphonique | HOTEL JUGE;HOTEL JUGE;;Appel téléphonique;31/12/2020;417948254;
Appel téléphonique | SOC FRANCAISE PROMOTION ARTISTIQUE;SOC FRANCAISE PROMOTION ARTISTIQUE;;Appel téléphonique;01/01/2021;521119321;
Appel téléphonique | SOC FRANCAISE TRANSPORTS GONDRAND FRERES;SOC FRANCAISE TRANSPORTS GONDRAND FRERES;;Appel téléphonique;02/01/2021;839775780;
Appel téléphonique | 01NET MAG;01NET MAG;;Appel téléphonique;03/01/2021;879319242;
Appel téléphonique | 10 MESSINE;10 MESSINE;;Appel téléphonique;04/01/2021;393474598;
Appel téléphonique | 100 000 ENTREPRENEURS;100 000 ENTREPRENEURS;;Appel téléphonique;05/01/2021;842051450;
Appel téléphonique | 100% SERVICES PARIS;100% SERVICES PARIS;;Appel téléphonique;06/01/2021;419360813;
Appel téléphonique | 100%ZEN;100%ZEN;;Appel téléphonique;07/01/2021;494252539;
Appel téléphonique | 22FSP;22FSP;;Appel téléphonique;08/01/2021;484058870;
Appel téléphonique | 23 DE ENERO;23 DE ENERO;;Appel téléphonique;09/01/2021;440126365;
Appel téléphonique | 24 IP LAW GROUP FRANCE;24 IP LAW GROUP FRANCE;;Appel téléphonique;10/01/2021;326981099;
Appel téléphonique | 24/7 MEDIA;24/7 MEDIA;;Appel téléphonique;11/01/2021;388358905;
Appel téléphonique | 2A;2A;;Appel téléphonique;12/01/2021;844192591;
Appel téléphonique | 3 KLES SERVICES;3 KLES SERVICES;;Appel téléphonique;13/01/2021;410210413;
Appel téléphonique | 3 L EXPERT;3 L EXPERT;;Appel téléphonique;14/01/2021;444608566;
Appel téléphonique | 3 V FINANCE;3 V FINANCE;;Appel téléphonique;15/01/2021;539456368;
Appel téléphonique | 30 PARIS SAUFFROY;30 PARIS SAUFFROY;;Appel téléphonique;16/01/2021;199222951;
Appel téléphonique | 310 SAINT HONORE;310 SAINT HONORE;;Appel téléphonique;17/01/2021;820527208;
Appel téléphonique | A C B POINT CARTOUCHES;A C B POINT CARTOUCHES;;Appel téléphonique;18/01/2021;408686962;
Appel téléphonique | A C C;A C C;;Appel téléphonique;19/01/2021;384178604;
Appel téléphonique | A C C OPTIC;A C C OPTIC;;Appel téléphonique;20/01/2021;813274339;
Appel téléphonique | A C F G;A C F G;;Appel téléphonique;21/01/2021;878300086;
Appel téléphonique | A C S  FRUITS;A C S  FRUITS;;Appel téléphonique;22/01/2021;811409648;
Appel téléphonique | ABRACADABRA;ABRACADABRA;;Appel téléphonique;23/01/2021;39147749;
Appel téléphonique | ABRD;ABRD;;Appel téléphonique;24/01/2021;502379449;
Appel téléphonique | ABSOLUT SCOOT;ABSOLUT SCOOT;;Appel téléphonique;25/01/2021;442764379;
Appel téléphonique | ABSOLUTE OFFICE;ABSOLUTE OFFICE;;Appel téléphonique;26/01/2021;828497933;
Appel téléphonique | ABSOLUTE PC;ABSOLUTE PC;;Appel téléphonique;27/01/2021;490518370;
Appel téléphonique | HOTEL KENSINGTON;HOTEL KENSINGTON;;Appel téléphonique;28/01/2021;817723869;
Appel téléphonique | HOTEL LA BOURDONNAIS;HOTEL LA BOURDONNAIS;;Appel téléphonique;29/01/2021;480304344;
Appel téléphonique | HOTEL LA PERLE DE PARIS;HOTEL LA PERLE DE PARIS;;Appel téléphonique;30/01/2021;532029980;
Appel téléphonique | HOTEL LANGLOIS SA;HOTEL LANGLOIS SA;;Appel téléphonique;31/01/2021;792961278;
Appel téléphonique | HOTEL LE LAPIN BLANC;HOTEL LE LAPIN BLANC;;Appel téléphonique;01/02/2021;423402312;
Appel téléphonique | SOC FRANCK ET FILS;SOC FRANCK ET FILS;;Appel téléphonique;02/02/2021;448911511;
Appel téléphonique | SOC FUSA PROTECTION;SOC FUSA PROTECTION;;Appel téléphonique;03/02/2021;799062476;
Appel téléphonique | SOC GARAGE SAINT GEORGES;SOC GARAGE SAINT GEORGES;;Appel téléphonique;04/02/2021;508827391;
Appel téléphonique | SOC GENACO;SOC GENACO;;Appel téléphonique;05/02/2021;537861742;
Appel téléphonique | SOC GEORGES MONET;SOC GEORGES MONET;;Appel téléphonique;06/02/2021;535266365;
Appel téléphonique | 1000 ET UNE COURSES;1000 ET UNE COURSES;;Appel téléphonique;07/02/2021;848103941;
Appel téléphonique | 2B FINANCE ET CONSEILS;2B FINANCE ET CONSEILS;;Appel téléphonique;08/02/2021;450307947;
Appel téléphonique | 32 HOCHE;32 HOCHE;;Appel téléphonique;09/02/2021;523670495;
Appel téléphonique | A D H SAINT CIRE;A D H SAINT CIRE;;Appel téléphonique;10/02/2021;702002221;
Appel téléphonique | ABSOLUTE SCOOTERS;ABSOLUTE SCOOTERS;;Appel téléphonique;11/02/2021;508511755;
Appel téléphonique | HOTEL LE MULHOUSE;HOTEL LE MULHOUSE;;Appel téléphonique;12/02/2021;424752533;
Appel téléphonique | SOC GESTION D'ESPACES EVENEMENTIELS;SOC GESTION D'ESPACES EVENEMENTIELS;;Appel téléphonique;13/02/2021;348633462;
Appel téléphonique | 100EME ETAGE;100EME ETAGE;;Appel téléphonique;14/02/2021;814840872;
Appel téléphonique | 2CLN;2CLN;;Appel téléphonique;15/02/2021;522720812;
Appel téléphonique | 33 RUE LA FAYETTE TENANT SAS;33 RUE LA FAYETTE TENANT SAS;;Appel téléphonique;16/02/2021;844159459;
Appel téléphonique | A D NOVA;A D NOVA;;Appel téléphonique;17/02/2021;499736791;
Appel téléphonique | ABSTRIUM;ABSTRIUM;;Appel téléphonique;18/02/2021;814815494;
Appel téléphonique | HOTEL LE SWANN;HOTEL LE SWANN;;Appel téléphonique;19/02/2021;492972252;
Appel téléphonique | SOC GESTION DU LUTETIA;SOC GESTION DU LUTETIA;;Appel téléphonique;20/02/2021;534886072;
Appel téléphonique | 109*;109*;;Appel téléphonique;21/02/2021;441165370;
Appel téléphonique | 2DKS;2DKS;;Appel téléphonique;22/02/2021;403701857;
Appel téléphonique | 360 CAPITAL PARTNERS;360 CAPITAL PARTNERS;;Appel téléphonique;23/02/2021;529609794;
Appel téléphonique | A DEMAIN;A DEMAIN;;Appel téléphonique;24/02/2021;451329817;
Appel téléphonique | ABTO;ABTO;;Appel téléphonique;25/02/2021;853042224;
Appel téléphonique | HOTEL LENA;HOTEL LENA;;Appel téléphonique;26/02/2021;837757681;
Appel téléphonique | SOC GESTION REALISATION COMPTABLE;SOC GESTION REALISATION COMPTABLE;;Appel téléphonique;27/02/2021;348072109;
Appel téléphonique | 12 Z;12 Z;;Appel téléphonique;28/02/2021;431644798;
Appel téléphonique | 2GY;2GY;;Appel téléphonique;01/03/2021;810133561;
Appel téléphonique | 369 SASU;369 SASU;;Appel téléphonique;02/03/2021;509332029;
Appel téléphonique | A E P STE MARTHE;A E P STE MARTHE;;Appel téléphonique;03/03/2021;811300375;
Appel téléphonique | ABTRADE;ABTRADE;;Appel téléphonique;04/03/2021;814934915;
Appel téléphonique | HOTEL LEOPOLD;HOTEL LEOPOLD;;Appel téléphonique;05/03/2021;434024477;
Appel téléphonique | SOC GRAND GARAGE DU FAUBOURG;SOC GRAND GARAGE DU FAUBOURG;;Appel téléphonique;06/03/2021;820541357;
Appel téléphonique | 123 APPLICATIONS SARL;123 APPLICATIONS SARL;;Appel téléphonique;07/03/2021;502591399;
Appel téléphonique | 2HAMIAU;2HAMIAU;;Appel téléphonique;08/03/2021;438056368;
Appel téléphonique | 37 LOGISTICS;37 LOGISTICS;;Appel téléphonique;09/03/2021;478315583;
Appel téléphonique | A ET B ARCHITECTES;A ET B ARCHITECTES;;Appel téléphonique;10/03/2021;821681970;
Appel téléphonique | ABUSTY;ABUSTY;;Appel téléphonique;11/03/2021;834944688;
Appel téléphonique | HOTEL LIBERIA;HOTEL LIBERIA;;Appel téléphonique;12/03/2021;524135878;
Appel téléphonique | SOC GRAND HOTEL DE PARIS;SOC GRAND HOTEL DE PARIS;;Appel téléphonique;13/03/2021;841448202;
Appel téléphonique | 123BILLETS;123BILLETS;;Appel téléphonique;14/03/2021;527862460;
Appel téléphonique | 2L BATIMENT;2L BATIMENT;;Appel téléphonique;15/03/2021;492513346;
Appel téléphonique | 3977 CONTRE LA MALTRAITANCE;3977 CONTRE LA MALTRAITANCE;;Appel téléphonique;16/03/2021;828899112;
Appel téléphonique | A ET L 15;A ET L 15;;Appel téléphonique;17/03/2021;449060342;
Appel téléphonique | ABV CONSULTANTS;ABV CONSULTANTS;;Appel téléphonique;18/03/2021;430347161;
Appel téléphonique | HOTEL LITTRE;HOTEL LITTRE;;Appel téléphonique;19/03/2021;849942636;
Appel téléphonique | SOC GRAND HOTEL LAFAYETTE BUFFAULT;SOC GRAND HOTEL LAFAYETTE BUFFAULT;;Appel téléphonique;20/03/2021;500238241;
Appel téléphonique | 137 BLVD;137 BLVD;;Appel téléphonique;21/03/2021;849598917;
Appel téléphonique | 2L RESTO;2L RESTO;;Appel téléphonique;22/03/2021;43829936;
Appel téléphonique | 3A CONSEIL;3A CONSEIL;;Appel téléphonique;23/03/2021;838732238;
Appel téléphonique | A ET L7;A ET L7;;Appel téléphonique;24/03/2021;838440287;
Appel téléphonique | ABV LEGAL;ABV LEGAL;;Appel téléphonique;25/03/2021;822949327;
Appel téléphonique | HOTEL LOUISON;HOTEL LOUISON;;Appel téléphonique;26/03/2021;840342992;
Appel téléphonique | SOC GRAND HOTEL MODERNE;SOC GRAND HOTEL MODERNE;;Appel téléphonique;27/03/2021;835061979;
Appel téléphonique | 14 TRANS;14 TRANS;;Appel téléphonique;28/03/2021;501379705;
Appel téléphonique | 2M & ASSOCIES;2M & ASSOCIES;;Appel téléphonique;29/03/2021;519570717;
Appel téléphonique | 3A DEVELOPPEMENT;3A DEVELOPPEMENT;;Appel téléphonique;30/03/2021;820853877;
Appel téléphonique | A F M D;A F M D;;Appel téléphonique;31/03/2021;809801483;
Appel téléphonique | ABVENT R & D;ABVENT R & D;;Appel téléphonique;01/04/2021;524723129;
Appel téléphonique | HOTEL LOUVRE RIVOLI;HOTEL LOUVRE RIVOLI;;Appel téléphonique;02/04/2021;784546921;
Appel téléphonique | SOC GRAND HOTEL UNIVERS;SOC GRAND HOTEL UNIVERS;;Appel téléphonique;03/04/2021;451117287;
Appel téléphonique | 142 CREPERIE CONTEMPORAINE;142 CREPERIE CONTEMPORAINE;;Appel téléphonique;04/04/2021;848663894;
Appel téléphonique | 2MA OPTIQUE;2MA OPTIQUE;;Appel téléphonique;05/04/2021;789743283;
Appel téléphonique | 3AO PATRIMOINE EXPERTISE;3AO PATRIMOINE EXPERTISE;;Appel téléphonique;06/04/2021;43902469;
Appel téléphonique | A FORTIORI;A FORTIORI;;Appel téléphonique;07/04/2021;492028451;
Appel téléphonique | ABY PIZZA;ABY PIZZA;;Appel téléphonique;08/04/2021;507495349;
Appel téléphonique | HOTEL MADELEINE HAUSSMANN;HOTEL MADELEINE HAUSSMANN;;Appel téléphonique;09/04/2021;482080751;
Appel téléphonique | SOC HELP TAXIS;SOC HELP TAXIS;;Appel téléphonique;10/04/2021;411194632;
Appel téléphonique | 1630 CONSEIL;1630 CONSEIL;;Appel téléphonique;11/04/2021;453144818;
Appel téléphonique | 2MDA;2MDA;;Appel téléphonique;12/04/2021;477930283;
Appel téléphonique | 3C ASSOCIES;3C ASSOCIES;;Appel téléphonique;13/04/2021;400408233;
Appel téléphonique | A G H;A G H;;Appel téléphonique;14/04/2021;433578515;
Appel téléphonique | ABYS MARKET;ABYS MARKET;;Appel téléphonique;15/04/2021;850952615;
Appel téléphonique | HOTEL MADELEINE PLAZA;HOTEL MADELEINE PLAZA;;Appel téléphonique;16/04/2021;515058634;
Appel téléphonique | SOC HISTOR LITTER POLONAISE;SOC HISTOR LITTER POLONAISE;;Appel téléphonique;17/04/2021;843450776;
Appel téléphonique | 19 JEAN JAURES;19 JEAN JAURES;;Appel téléphonique;18/04/2021;822391421;
Appel téléphonique | 19 MAI PRESSE;19 MAI PRESSE;;Appel téléphonique;19/04/2021;785353186;
Appel téléphonique | 2MM;2MM;;Appel téléphonique;20/04/2021;343779690;
Appel téléphonique | 2MOSS;2MOSS;;Appel téléphonique;21/04/2021;483683777;
Appel téléphonique | 3C AVOCATS;3C AVOCATS;;Appel téléphonique;22/04/2021;352007363;
Appel téléphonique | 3CSDIS;3CSDIS;;Appel téléphonique;23/04/2021;822388138;
Appel téléphonique | 4 D;4 D;;Appel téléphonique;24/04/2021;832525901;
Appel téléphonique | 4 EN 1;4 EN 1;;Appel téléphonique;25/04/2021;431825017;
Appel téléphonique | A GOOD START IN FRANCE;A GOOD START IN FRANCE;;Appel téléphonique;26/04/2021;409611274;
Appel téléphonique | A HOUSE OF PRINT;A HOUSE OF PRINT;;Appel téléphonique;27/04/2021;793704164;
Appel téléphonique | AC L'EDEN;AC L'EDEN;;Appel téléphonique;28/04/2021;445276348;
Appel téléphonique | AC M&S;AC M&S;;Appel téléphonique;29/04/2021;827967852;
Appel téléphonique | HOTEL MARAIS GRANDS BOULEVARDS;HOTEL MARAIS GRANDS BOULEVARDS;;Appel téléphonique;30/04/2021;528649395;
Appel téléphonique | HOTEL MARCEAU BASTILLE;HOTEL MARCEAU BASTILLE;;Appel téléphonique;01/05/2021;813691342;
Appel téléphonique | SOC HOBAL;SOC HOBAL;;Appel téléphonique;02/05/2021;792866071;
Appel téléphonique | SOC HOTEL AMINA;SOC HOTEL AMINA;;Appel téléphonique;03/05/2021;435269527;
Appel téléphonique | 1PAX;1PAX;;Appel téléphonique;04/05/2021;503000085;
Appel téléphonique | 2MY+;2MY+;;Appel téléphonique;05/05/2021;453258469;
Appel téléphonique | 3D MAQ;3D MAQ;;Appel téléphonique;06/05/2021;792924441;
Appel téléphonique | 4 F INTERNATIONAL;4 F INTERNATIONAL;;Appel téléphonique;07/05/2021;433152261;
Déplacement client | A I R F L E X;A I R F L E X;;Déplacement client;08/05/2021;523539260;
Déplacement client | AC MONTPARNASSE;AC MONTPARNASSE;;Déplacement client;09/05/2021;813900370;
Déplacement client | HOTEL MAXIM QUARTIER LATIN;HOTEL MAXIM QUARTIER LATIN;;Déplacement client;10/05/2021;423055912;
Déplacement client | SOC HOTEL AVIA;SOC HOTEL AVIA;;Déplacement client;11/05/2021;432099059;
Déplacement client | 2 A RESTAURANTS;2 A RESTAURANTS;;Déplacement client;12/05/2021;820216067;
Déplacement client | 2PMD AUSTRALIA;2PMD AUSTRALIA;;Déplacement client;13/05/2021;413730714;
Déplacement client | 3D SOFT;3D SOFT;;Déplacement client;14/05/2021;819964958;
Déplacement client | 4 MY PEOPLE;4 MY PEOPLE;;Déplacement client;15/05/2021;552113771;
Déplacement client | A J C INGENIERIE;A J C INGENIERIE;;Déplacement client;16/05/2021;818459190;
Déplacement client | AC SUCRE;AC SUCRE;;Déplacement client;17/05/2021;484571419;
Déplacement client | HOTEL MAYFAIR;HOTEL MAYFAIR;;Déplacement client;18/05/2021;821839735;
Déplacement client | SOC HOTEL BALMORAL;SOC HOTEL BALMORAL;;Déplacement client;19/05/2021;842944878;
Déplacement client | 2 B O;2 B O;;Déplacement client;20/05/2021;421624073;
Déplacement client | 2 C FINANCE;2 C FINANCE;;Déplacement client;21/05/2021;752936062;
Déplacement client | 2THELOO FRENCH GROUP;2THELOO FRENCH GROUP;;Déplacement client;22/05/2021;835309881;
Déplacement client | 2Y MEDIA;2Y MEDIA;;Déplacement client;23/05/2021;848606877;
Déplacement client | 3H;3H;;Déplacement client;24/05/2021;841048630;
Courrier éléctronique | 3P1C;3P1C;;Courrier éléctronique;25/05/2021;825115306;
Courrier éléctronique | 4 ROUES SOUS 1 PARAPLUIE SAS;4 ROUES SOUS 1 PARAPLUIE SAS;;Courrier éléctronique;26/05/2021;843906694;
Courrier éléctronique | 4 SUCCESS;4 SUCCESS;;Courrier éléctronique;27/05/2021;753702406;
Courrier éléctronique | A JAMAIS LES PREMIERS;A JAMAIS LES PREMIERS;;Courrier éléctronique;28/05/2021;851981977;
Courrier éléctronique | A K SARL;A K SARL;;Courrier éléctronique;29/05/2021;791698012;
Courrier éléctronique | AC&O;AC&O;;Courrier éléctronique;30/05/2021;423329259;
Courrier éléctronique | ACACIAS ETOILE;ACACIAS ETOILE;;Courrier éléctronique;31/05/2021;813951282;
Courrier éléctronique | HOTEL MERCEDES;HOTEL MERCEDES;;Courrier éléctronique;01/06/2021;821672417;
Courrier éléctronique | HOTEL MESLAY REPUBLIQUE;HOTEL MESLAY REPUBLIQUE;;Courrier éléctronique;02/06/2021;479211559;
Courrier éléctronique | SOC HOTEL BELFAST;SOC HOTEL BELFAST;;Courrier éléctronique;03/06/2021;828954636;
Courrier éléctronique | SOC HOTEL BRESCIA;SOC HOTEL BRESCIA;;Courrier éléctronique;04/06/2021;451437099;
Courrier éléctronique | 2 CF NET;2 CF NET;;Courrier éléctronique;05/06/2021;510493406;
Courrier éléctronique | 3PR SARL;3PR SARL;;Courrier éléctronique;06/06/2021;832788012;
Courrier éléctronique | 43 MONTMARTRE;43 MONTMARTRE;;Courrier éléctronique;07/06/2021;522739234;
Courrier éléctronique | A LA BONNE HEURE;A LA BONNE HEURE;;Courrier éléctronique;08/06/2021;815361621;
Courrier éléctronique | ACADEMEIE MUSICALE DU 13EME  ARRT;ACADEMEIE MUSICALE DU 13EME  ARRT;;Courrier éléctronique;09/06/2021;832607790;
Courrier éléctronique | HOTEL MICHEL MONTPARNASSE;HOTEL MICHEL MONTPARNASSE;;Courrier éléctronique;10/06/2021;809284177;
Courrier éléctronique | SOC HOTEL BRISTOL TOURISME;SOC HOTEL BRISTOL TOURISME;;Courrier éléctronique;11/06/2021;841674625;
Courrier éléctronique | 2 DEA;2 DEA;;Courrier éléctronique;12/06/2021;409070075;
Courrier éléctronique | 3W ACADEMY;3W ACADEMY;;Courrier éléctronique;13/06/2021;833172422;
Courrier éléctronique | 48 RUE MONTMARTRE SARL;48 RUE MONTMARTRE SARL;;Courrier éléctronique;14/06/2021;821428562;
Courrier éléctronique | A LA BONNE MENAGERE;A LA BONNE MENAGERE;;Courrier éléctronique;15/06/2021;853255735;
